Indiv.ID,Activity,Assay,Personality.Assign
130718_237,95,1.Foraging,Bold
130718_237,127,2.NovelObj,Bold
130718_237,4,3.PredationRisk,Bold
130718_238,45,1.Foraging,Plastic
130718_238,69,2.NovelObj,Plastic
130718_238,0,3.PredationRisk,Plastic
130718_239,37,1.Foraging,Plastic
130718_239,15,2.NovelObj,Plastic
130718_239,0,3.PredationRisk,Plastic
130718_27,18.6,1.Foraging,Plastic
130718_27,38.7,2.NovelObj,Plastic
130718_27,15.8,3.PredationRisk,Plastic
130718_28,0,1.Foraging,Shy
130718_28,0,2.NovelObj,Shy
130718_28,13,3.PredationRisk,Shy
130718_53,0,1.Foraging,Shy
130718_53,17.4,2.NovelObj,Shy
130718_53,4,3.PredationRisk,Shy
130718_58,54,1.Foraging,Plastic
130718_58,35,2.NovelObj,Plastic
130718_58,40,3.PredationRisk,Plastic
130718_71,19.8,1.Foraging,Shy
130718_71,24.8,2.NovelObj,Shy
130718_71,2,3.PredationRisk,Shy
130718_77,0,1.Foraging,Shy
130718_77,0,2.NovelObj,Shy
130718_77,3,3.PredationRisk,Shy
130718_90,39.4,1.Foraging,Shy
130718_90,0,2.NovelObj,Shy
130718_90,3.6,3.PredationRisk,Shy
130718_93,25,1.Foraging,Plastic
130718_93,38,2.NovelObj,Plastic
130718_93,62,3.PredationRisk,Plastic
130718_95,0,1.Foraging,Plastic
130718_95,65.8,2.NovelObj,Plastic
130718_95,38.8,3.PredationRisk,Plastic
130718_98,2,1.Foraging,Shy
130718_98,2,2.NovelObj,Shy
130718_98,0,3.PredationRisk,Shy
090718_1,28,1.Foraging,
090718_1,31,2.NovelObj,
090718_1,30,3.PredationRisk,
090718_128,9,1.Foraging,
090718_128,3,2.NovelObj,
090718_128,0,3.PredationRisk,
090718_2,10,1.Foraging,
090718_2,2,2.NovelObj,
090718_2,11,3.PredationRisk,
090718_21,20,1.Foraging,
090718_21,28,2.NovelObj,
090718_21,0,3.PredationRisk,
090718_22,44,1.Foraging,
090718_22,42,2.NovelObj,
090718_22,15,3.PredationRisk,
090718_24,80,1.Foraging,
090718_24,48,2.NovelObj,
090718_24,97,3.PredationRisk,
090718_3,102,1.Foraging,
090718_3,52,2.NovelObj,
090718_3,51,3.PredationRisk,
090718_31,42,1.Foraging,
090718_31,69,2.NovelObj,
090718_31,9,3.PredationRisk,
090718_32,76,1.Foraging,
090718_32,66,2.NovelObj,
090718_32,45,3.PredationRisk,
090718_33,0,1.Foraging,
090718_33,0,2.NovelObj,
090718_33,0,3.PredationRisk,
090718_34,57,1.Foraging,
090718_34,36,2.NovelObj,
090718_34,30,3.PredationRisk,
090718_35,70,1.Foraging,
090718_35,20,2.NovelObj,
090718_35,30,3.PredationRisk,
090718_4,24,1.Foraging,
090718_4,11,2.NovelObj,
090718_4,14,3.PredationRisk,
090718_5,42,1.Foraging,
090718_5,4,2.NovelObj,
090718_5,21,3.PredationRisk,
090718_6,41,1.Foraging,
090718_6,56,2.NovelObj,
090718_6,43,3.PredationRisk,
090718_73,106,1.Foraging,
090718_73,91,2.NovelObj,
090718_73,53,3.PredationRisk,
090718_75,39,1.Foraging,
090718_75,3,2.NovelObj,
090718_75,18,3.PredationRisk,
090718_86,21,1.Foraging,
090718_86,15,2.NovelObj,
090718_86,17,3.PredationRisk,
120718_83,53,1.Foraging,
120718_83,82,2.NovelObj,
120718_83,96,3.PredationRisk,
